directory,ID,styles
/content/drive/MyDrive/Data-Science/Art-to-fashion/Data/HipsterWars/images/18053.jpg,18053,[0.30553585 0.04299335 0.2909042  0.15703876 0.20352781]
/content/drive/MyDrive/Data-Science/Art-to-fashion/Data/HipsterWars/images/18045.jpg,18045,[0.30156916 0.04554442 0.25333002 0.14951538 0.25004104]
/content/drive/MyDrive/Data-Science/Art-to-fashion/Data/HipsterWars/images/18015.jpg,18015,[0.2241896  0.14277482 0.31642136 0.08804359 0.2285707 ]
/content/drive/MyDrive/Data-Science/Art-to-fashion/Data/HipsterWars/images/17975.jpg,17975,[0.25528798 0.05493623 0.19483809 0.13489044 0.36004722]
/content/drive/MyDrive/Data-Science/Art-to-fashion/Data/HipsterWars/images/17954.jpg,17954,[0.18450041 0.15826713 0.20940754 0.06961749 0.37820745]
/content/drive/MyDrive/Data-Science/Art-to-fashion/Data/HipsterWars/images/18051.jpg,18051,[0.25923058 0.05401963 0.19755164 0.13557476 0.35362342]
/content/drive/MyDrive/Data-Science/Art-to-fashion/Data/HipsterWars/images/18050.jpg,18050,[0.22261702 0.07447204 0.16126795 0.12884356 0.41279945]
/content/drive/MyDrive/Data-Science/Art-to-fashion/Data/HipsterWars/images/17964.jpg,17964,[0.23003894 0.06406162 0.17273253 0.12903328 0.40413362]
/content/drive/MyDrive/Data-Science/Art-to-fashion/Data/HipsterWars/images/17974.jpg,17974,[0.20403168 0.11660892 0.31691843 0.10305199 0.25938892]
/content/drive/MyDrive/Data-Science/Art-to-fashion/Data/HipsterWars/images/18044.jpg,18044,[0.25242445 0.05555495 0.192809   0.13429329 0.36491826]
/content/drive/MyDrive/Data-Science/Art-to-fashion/Data/HipsterWars/images/17948.jpg,17948,[0.29548907 0.04723525 0.23175721 0.1446448  0.28087366]
/content/drive/MyDrive/Data-Science/Art-to-fashion/Data/HipsterWars/images/18036.jpg,18036,[0.2623159  0.05337305 0.19968751 0.13617003 0.34845355]
/content/drive/MyDrive/Data-Science/Art-to-fashion/Data/HipsterWars/images/17962.jpg,17962,[0.30552498 0.0430193  0.29054868 0.15697725 0.20392977]
/content/drive/MyDrive/Data-Science/Art-to-fashion/Data/HipsterWars/images/17867.jpg,17867,[0.22613032 0.11441212 0.34008276 0.10275674 0.21661808]
/content/drive/MyDrive/Data-Science/Art-to-fashion/Data/HipsterWars/images/18055.jpg,18055,[0.30432782 0.0412576  0.31574073 0.1605092  0.1781647 ]
/content/drive/MyDrive/Data-Science/Art-to-fashion/Data/HipsterWars/images/17961.jpg,17961,[0.23720546 0.10771035 0.3550081  0.10535878 0.19471733]
/content/drive/MyDrive/Data-Science/Art-to-fashion/Data/HipsterWars/images/18038.jpg,18038,[0.30386326 0.04100253 0.319431   0.16080952 0.17489368]
/content/drive/MyDrive/Data-Science/Art-to-fashion/Data/HipsterWars/images/17967.jpg,17967,[0.27817824 0.05042985 0.21197934 0.13949974 0.31991276]
/content/drive/MyDrive/Data-Science/Art-to-fashion/Data/HipsterWars/images/18065.jpg,18065,[0.2321935  0.06162401 0.17649013 0.12905598 0.40063637]
/content/drive/MyDrive/Data-Science/Art-to-fashion/Data/HipsterWars/images/18029.jpg,18029,[0.2787743  0.05031945 0.2124633  0.1396291  0.31881383]
/content/drive/MyDrive/Data-Science/Art-to-fashion/Data/HipsterWars/images/17916.jpg,17916,[0.22097042 0.07934434 0.15804537 0.13021626 0.41142368]
/content/drive/MyDrive/Data-Science/Art-to-fashion/Data/HipsterWars/images/18011.jpg,18011,[0.3041391  0.04115165 0.31728023 0.16063811 0.17679088]
/content/drive/MyDrive/Data-Science/Art-to-fashion/Data/HipsterWars/images/17978.jpg,17978,[0.18515314 0.16579984 0.23628823 0.07173713 0.3410217 ]
/content/drive/MyDrive/Data-Science/Art-to-fashion/Data/HipsterWars/images/17984.jpg,17984,[0.30362707 0.04086736 0.32130113 0.16094802 0.17325637]
/content/drive/MyDrive/Data-Science/Art-to-fashion/Data/HipsterWars/images/18033.jpg,18033,[0.30362707 0.04086735 0.32130113 0.16094802 0.1732564 ]
/content/drive/MyDrive/Data-Science/Art-to-fashion/Data/HipsterWars/images/18049.jpg,18049,[0.2486672  0.05641105 0.19018495 0.13350275 0.37123412]
/content/drive/MyDrive/Data-Science/Art-to-fashion/Data/HipsterWars/images/18047.jpg,18047,[0.30252326 0.04517116 0.2588978  0.15071265 0.24269518]
/content/drive/MyDrive/Data-Science/Art-to-fashion/Data/HipsterWars/images/17971.jpg,17971,[0.23748301 0.05936639 0.1817351  0.1308916  0.39052382]
/content/drive/MyDrive/Data-Science/Art-to-fashion/Data/HipsterWars/images/18059.jpg,18059,[0.22273737 0.07447337 0.16127029 0.1289923  0.41252664]
/content/drive/MyDrive/Data-Science/Art-to-fashion/Data/HipsterWars/images/18242.jpg,18242,[0.16345283 0.12720464 0.23091365 0.08820725 0.39022166]
/content/drive/MyDrive/Data-Science/Art-to-fashion/Data/HipsterWars/images/2071.jpg,2071,[0.22656499 0.06681307 0.16828246 0.12777632 0.41056305]
/content/drive/MyDrive/Data-Science/Art-to-fashion/Data/HipsterWars/images/18210.jpg,18210,[0.22666195 0.06668451 0.16843852 0.12778145 0.41043362]
/content/drive/MyDrive/Data-Science/Art-to-fashion/Data/HipsterWars/images/3639.jpg,3639,[0.22256868 0.07447606 0.16124496 0.12880118 0.41290915]
/content/drive/MyDrive/Data-Science/Art-to-fashion/Data/HipsterWars/images/3154.jpg,3154,[0.18983443 0.17267713 0.21324413 0.06556974 0.35867453]
/content/drive/MyDrive/Data-Science/Art-to-fashion/Data/HipsterWars/images/1833.jpg,1833,[0.29877535 0.046399   0.240184   0.1465702  0.26807138]
/content/drive/MyDrive/Data-Science/Art-to-fashion/Data/HipsterWars/images/1121.jpg,1121,[0.2309522  0.06241703 0.17504798 0.12867291 0.40290993]
/content/drive/MyDrive/Data-Science/Art-to-fashion/Data/HipsterWars/images/1206.jpg,1206,[0.30513036 0.04173112 0.3086547  0.15982255 0.18466131]
/content/drive/MyDrive/Data-Science/Art-to-fashion/Data/HipsterWars/images/18126.jpg,18126,[0.18661644 0.17500544 0.19022581 0.13399394 0.31415838]
/content/drive/MyDrive/Data-Science/Art-to-fashion/Data/HipsterWars/images/18264.jpg,18264,[0.1893044  0.17256124 0.21551336 0.0660207  0.35660034]
/content/drive/MyDrive/Data-Science/Art-to-fashion/Data/HipsterWars/images/87.jpg,87,[0.29837644 0.04650305 0.23876303 0.14626428 0.27009317]
/content/drive/MyDrive/Data-Science/Art-to-fashion/Data/HipsterWars/images/3706.jpg,3706,[0.21381103 0.14979717 0.30074543 0.08506562 0.25058076]
/content/drive/MyDrive/Data-Science/Art-to-fashion/Data/HipsterWars/images/4328.jpg,4328,[0.19418697 0.18597403 0.20224646 0.06156491 0.35602763]
/content/drive/MyDrive/Data-Science/Art-to-fashion/Data/HipsterWars/images/1986.jpg,1986,[0.22491935 0.06933428 0.1655183  0.12788233 0.41234574]
/content/drive/MyDrive/Data-Science/Art-to-fashion/Data/HipsterWars/images/3693.jpg,3693,[0.2931228  0.04773349 0.22780472 0.14366855 0.28767034]
/content/drive/MyDrive/Data-Science/Art-to-fashion/Data/HipsterWars/images/3339.jpg,3339,[0.2334808  0.06090802 0.17803614 0.12953596 0.398039  ]
/content/drive/MyDrive/Data-Science/Art-to-fashion/Data/HipsterWars/images/1467.jpg,1467,[0.19748197 0.10700298 0.15105802 0.11670048 0.4277566 ]
/content/drive/MyDrive/Data-Science/Art-to-fashion/Data/HipsterWars/images/1609.jpg,1609,[0.30294788 0.04498726 0.2617417  0.15131684 0.23900637]
/content/drive/MyDrive/Data-Science/Art-to-fashion/Data/HipsterWars/images/4869.jpg,4869,[0.1935271  0.18385082 0.20387979 0.06216948 0.3565728 ]
/content/drive/MyDrive/Data-Science/Art-to-fashion/Data/HipsterWars/images/1585.jpg,1585,[0.23876974 0.05896869 0.18276829 0.1312784  0.3882149 ]
/content/drive/MyDrive/Data-Science/Art-to-fashion/Data/HipsterWars/images/18147.jpg,18147,[0.30087438 0.04578469 0.24993186 0.14877872 0.25463036]
/content/drive/MyDrive/Data-Science/Art-to-fashion/Data/HipsterWars/images/3847.jpg,3847,[0.23085028 0.06232844 0.17667906 0.12906845 0.40107372]
/content/drive/MyDrive/Data-Science/Art-to-fashion/Data/HipsterWars/images/916.jpg,916,[0.22470848 0.10473143 0.3476141  0.11014652 0.21279941]
/content/drive/MyDrive/Data-Science/Art-to-fashion/Data/HipsterWars/images/3350.jpg,3350,[0.18732494 0.16354685 0.20522937 0.06738036 0.37651852]
/content/drive/MyDrive/Data-Science/Art-to-fashion/Data/HipsterWars/images/3665.jpg,3665,[0.30063093 0.04593777 0.24835716 0.14854921 0.25652495]
/content/drive/MyDrive/Data-Science/Art-to-fashion/Data/HipsterWars/images/695.jpg,695,[0.2305442  0.06273647 0.17433245 0.12851639 0.40387055]
/content/drive/MyDrive/Data-Science/Art-to-fashion/Data/HipsterWars/images/18146.jpg,18146,[0.23502684 0.06030556 0.17958504 0.13014393 0.3949386 ]
/content/drive/MyDrive/Data-Science/Art-to-fashion/Data/HipsterWars/images/18062.jpg,18062,[0.21849196 0.08731712 0.15399231 0.13249196 0.40770668]
/content/drive/MyDrive/Data-Science/Art-to-fashion/Data/HipsterWars/images/3239.jpg,3239,[0.22494668 0.06956602 0.16531998 0.1280635  0.4121038 ]
/content/drive/MyDrive/Data-Science/Art-to-fashion/Data/HipsterWars/images/2880.jpg,2880,[0.36837262 0.13640456 0.12018482 0.04891134 0.32612664]
/content/drive/MyDrive/Data-Science/Art-to-fashion/Data/HipsterWars/images/18254.jpg,18254,[0.2218503  0.07649872 0.15989606 0.12932526 0.41242957]
/content/drive/MyDrive/Data-Science/Art-to-fashion/Data/HipsterWars/images/2249.jpg,2249,[0.22399767 0.07107236 0.1638566  0.12807864 0.41299474]
/content/drive/MyDrive/Data-Science/Art-to-fashion/Data/HipsterWars/images/18295.jpg,18295,[0.22506598 0.06909309 0.16574912 0.12786038 0.4122314 ]
/content/drive/MyDrive/Data-Science/Art-to-fashion/Data/HipsterWars/images/18176.jpg,18176,[0.22789349 0.06505103 0.17074154 0.12792087 0.40839317]
/content/drive/MyDrive/Data-Science/Art-to-fashion/Data/HipsterWars/images/2932.jpg,2932,[0.22316304 0.0730398  0.16229819 0.12848185 0.41301706]
/content/drive/MyDrive/Data-Science/Art-to-fashion/Data/HipsterWars/images/18271.jpg,18271,[0.18709767 0.1635806  0.21459652 0.06777682 0.36694837]
/content/drive/MyDrive/Data-Science/Art-to-fashion/Data/HipsterWars/images/2428.jpg,2428,[0.15548111 0.2985879  0.04688752 0.02485736 0.4741862 ]
/content/drive/MyDrive/Data-Science/Art-to-fashion/Data/HipsterWars/images/648.jpg,648,[0.17576715 0.14350587 0.23575473 0.07822485 0.3667475 ]
/content/drive/MyDrive/Data-Science/Art-to-fashion/Data/HipsterWars/images/1112.jpg,1112,[0.26911238 0.05205551 0.20458166 0.13755056 0.3366998 ]
/content/drive/MyDrive/Data-Science/Art-to-fashion/Data/HipsterWars/images/3160.jpg,3160,[0.15781337 0.12514037 0.2199363  0.09529214 0.40181783]
/content/drive/MyDrive/Data-Science/Art-to-fashion/Data/HipsterWars/images/3782.jpg,3782,[0.27261284 0.10351205 0.12609284 0.19281362 0.30496863]
/content/drive/MyDrive/Data-Science/Art-to-fashion/Data/HipsterWars/images/3519.jpg,3519,[0.22079363 0.07952352 0.15793836 0.1301176  0.41162685]
/content/drive/MyDrive/Data-Science/Art-to-fashion/Data/HipsterWars/images/446.jpg,446,[0.22209135 0.07701521 0.15961121 0.13002864 0.4112537 ]
/content/drive/MyDrive/Data-Science/Art-to-fashion/Data/HipsterWars/images/18282.jpg,18282,[0.2826183  0.05375909 0.2629574  0.15412103 0.24654418]
/content/drive/MyDrive/Data-Science/Art-to-fashion/Data/HipsterWars/images/620.jpg,620,[0.27491155 0.05099322 0.20916311 0.13875043 0.32618168]
/content/drive/MyDrive/Data-Science/Art-to-fashion/Data/HipsterWars/images/4444.jpg,4444,[0.30375507 0.04457542 0.2685728  0.1527542  0.2303426 ]
/content/drive/MyDrive/Data-Science/Art-to-fashion/Data/HipsterWars/images/3849.jpg,3849,[0.2698733  0.05191346 0.20515797 0.13770849 0.33534682]
/content/drive/MyDrive/Data-Science/Art-to-fashion/Data/HipsterWars/images/4392.jpg,4392,[0.258393   0.05419931 0.19698462 0.13541315 0.35500994]
/content/drive/MyDrive/Data-Science/Art-to-fashion/Data/HipsterWars/images/4161.jpg,4161,[0.19239317 0.18028748 0.20714578 0.06330262 0.35687098]
/content/drive/MyDrive/Data-Science/Art-to-fashion/Data/HipsterWars/images/1893.jpg,1893,[0.2230777  0.07320199 0.16221464 0.12851886 0.41298673]
/content/drive/MyDrive/Data-Science/Art-to-fashion/Data/HipsterWars/images/18273.jpg,18273,[0.22101533 0.07901671 0.15824513 0.13004142 0.4116814 ]
/content/drive/MyDrive/Data-Science/Art-to-fashion/Data/HipsterWars/images/18370.jpg,18370,[0.3055096  0.04213972 0.30301517 0.1590233  0.19031216]
/content/drive/MyDrive/Data-Science/Art-to-fashion/Data/HipsterWars/images/18113.jpg,18113,[0.18737265 0.16893269 0.22140156 0.06773564 0.35455748]
/content/drive/MyDrive/Data-Science/Art-to-fashion/Data/HipsterWars/images/727.jpg,727,[0.23398042 0.06067484 0.17860559 0.12972458 0.39701465]
/content/drive/MyDrive/Data-Science/Art-to-fashion/Data/HipsterWars/images/1892.jpg,1892,[0.241315   0.1348322  0.3373767  0.0903486  0.19612744]
/content/drive/MyDrive/Data-Science/Art-to-fashion/Data/HipsterWars/images/18294.jpg,18294,[0.22175908 0.07666179 0.15975447 0.129342   0.41248262]
/content/drive/MyDrive/Data-Science/Art-to-fashion/Data/HipsterWars/images/55.jpg,55,[0.22226138 0.07417382 0.1620651  0.12870504 0.41279465]
/content/drive/MyDrive/Data-Science/Art-to-fashion/Data/HipsterWars/images/1075.jpg,1075,[0.17218868 0.13821013 0.23455557 0.08099559 0.3740499 ]
/content/drive/MyDrive/Data-Science/Art-to-fashion/Data/HipsterWars/images/1926.jpg,1926,[0.18530676 0.16390622 0.22667466 0.06976102 0.3543514 ]
/content/drive/MyDrive/Data-Science/Art-to-fashion/Data/HipsterWars/images/376.jpg,376,[0.19325717 0.1836016  0.20482823 0.06239004 0.355923  ]
/content/drive/MyDrive/Data-Science/Art-to-fashion/Data/HipsterWars/images/143.jpg,143,[0.18555066 0.09273924 0.22458531 0.12337912 0.3737457 ]
/content/drive/MyDrive/Data-Science/Art-to-fashion/Data/HipsterWars/images/2624.jpg,2624,[0.16162267 0.11415047 0.23452993 0.10296576 0.38673115]
/content/drive/MyDrive/Data-Science/Art-to-fashion/Data/HipsterWars/images/1552.jpg,1552,[0.16855372 0.27795982 0.06613769 0.03707343 0.45027533]
/content/drive/MyDrive/Data-Science/Art-to-fashion/Data/HipsterWars/images/169.jpg,169,[0.22440769 0.07024379 0.16460302 0.12796375 0.41278172]
/content/drive/MyDrive/Data-Science/Art-to-fashion/Data/HipsterWars/images/3486.jpg,3486,[0.19316266 0.18345529 0.20527686 0.0624887  0.35561645]
/content/drive/MyDrive/Data-Science/Art-to-fashion/Data/HipsterWars/images/1474.jpg,1474,[0.22438444 0.08640055 0.15414193 0.13913788 0.39593518]
/content/drive/MyDrive/Data-Science/Art-to-fashion/Data/HipsterWars/images/2399.jpg,2399,[0.22852191 0.06446968 0.17139332 0.12799928 0.40761587]
/content/drive/MyDrive/Data-Science/Art-to-fashion/Data/HipsterWars/images/2988.jpg,2988,[0.22126396 0.07799035 0.15885983 0.12966615 0.41221976]
/content/drive/MyDrive/Data-Science/Art-to-fashion/Data/HipsterWars/images/4669.jpg,4669,[0.22312362 0.07315115 0.16221692 0.12851791 0.4129904 ]
/content/drive/MyDrive/Data-Science/Art-to-fashion/Data/HipsterWars/images/3065.jpg,3065,[0.3035807  0.04109821 0.31957504 0.16088803 0.17485808]
/content/drive/MyDrive/Data-Science/Art-to-fashion/Data/HipsterWars/images/18083.jpg,18083,[0.28162417 0.05276512 0.22652633 0.14414522 0.2949391 ]
/content/drive/MyDrive/Data-Science/Art-to-fashion/Data/HipsterWars/images/2104.jpg,2104,[0.16135776 0.13231412 0.21522437 0.0884567  0.40264708]
/content/drive/MyDrive/Data-Science/Art-to-fashion/Data/HipsterWars/images/1122.jpg,1122,[0.22901113 0.06520452 0.17080341 0.1290773  0.40590367]
/content/drive/MyDrive/Data-Science/Art-to-fashion/Data/HipsterWars/images/1497.jpg,1497,[0.268646   0.05214251 0.20422944 0.1374537  0.33752835]
/content/drive/MyDrive/Data-Science/Art-to-fashion/Data/HipsterWars/images/2060.jpg,2060,[0.30369914 0.04090669 0.3207499  0.16090801 0.17373623]
/content/drive/MyDrive/Data-Science/Art-to-fashion/Data/HipsterWars/images/4491.jpg,4491,[0.2989781  0.04654475 0.2480691  0.14857878 0.2578293 ]
/content/drive/MyDrive/Data-Science/Art-to-fashion/Data/HipsterWars/images/4852.jpg,4852,[0.22541204 0.0685252  0.16634086 0.12781928 0.41190255]
/content/drive/MyDrive/Data-Science/Art-to-fashion/Data/HipsterWars/images/3727.jpg,3727,[0.21342465 0.14830974 0.30107552 0.08546877 0.2517214 ]
/content/drive/MyDrive/Data-Science/Art-to-fashion/Data/HipsterWars/images/4786.jpg,4786,[0.2241632  0.07071736 0.16416939 0.12802441 0.41292566]
/content/drive/MyDrive/Data-Science/Art-to-fashion/Data/HipsterWars/images/18115.jpg,18115,[0.18708429 0.20616955 0.1989184  0.06389216 0.34393564]
/content/drive/MyDrive/Data-Science/Art-to-fashion/Data/HipsterWars/images/2479.jpg,2479,[0.24062891 0.13268752 0.33802244 0.09118391 0.19747725]
/content/drive/MyDrive/Data-Science/Art-to-fashion/Data/HipsterWars/images/4163.jpg,4163,[0.23534267 0.10817222 0.35299364 0.10546665 0.19802482]
/content/drive/MyDrive/Data-Science/Art-to-fashion/Data/HipsterWars/images/1123.jpg,1123,[0.22261564 0.07435022 0.16133964 0.12877204 0.4129225 ]
/content/drive/MyDrive/Data-Science/Art-to-fashion/Data/HipsterWars/images/3438.jpg,3438,[0.303627   0.04086737 0.3213012  0.16094805 0.17325635]
/content/drive/MyDrive/Data-Science/Art-to-fashion/Data/HipsterWars/images/873.jpg,873,[0.19950202 0.15084313 0.28033435 0.08255892 0.2867616 ]
/content/drive/MyDrive/Data-Science/Art-to-fashion/Data/HipsterWars/images/18323.jpg,18323,[0.18750368 0.16419894 0.21275459 0.06742776 0.36811504]
/content/drive/MyDrive/Data-Science/Art-to-fashion/Data/HipsterWars/images/3448.jpg,3448,[0.21398412 0.07406272 0.17731602 0.12853673 0.40610048]
/content/drive/MyDrive/Data-Science/Art-to-fashion/Data/HipsterWars/images/3108.jpg,3108,[0.17025396 0.13206689 0.24433893 0.08549755 0.36784267]
/content/drive/MyDrive/Data-Science/Art-to-fashion/Data/HipsterWars/images/442.jpg,442,[0.19017233 0.17509529 0.21386662 0.06528272 0.35558298]
/content/drive/MyDrive/Data-Science/Art-to-fashion/Data/HipsterWars/images/2160.jpg,2160,[0.19036348 0.17554101 0.21332331 0.06511655 0.35565558]
/content/drive/MyDrive/Data-Science/Art-to-fashion/Data/HipsterWars/images/1128.jpg,1128,[0.19289999 0.18202186 0.20573296 0.06277119 0.356574  ]
/content/drive/MyDrive/Data-Science/Art-to-fashion/Data/HipsterWars/images/2336.jpg,2336,[0.22419557 0.0706701  0.16421162 0.12802348 0.41289926]
/content/drive/MyDrive/Data-Science/Art-to-fashion/Data/HipsterWars/images/3114.jpg,3114,[0.22353348 0.07217005 0.16296633 0.1283055  0.41302463]
/content/drive/MyDrive/Data-Science/Art-to-fashion/Data/HipsterWars/images/3809.jpg,3809,[0.18907742 0.16147363 0.2523837  0.07616963 0.3208956 ]
/content/drive/MyDrive/Data-Science/Art-to-fashion/Data/HipsterWars/images/641.jpg,641,[0.19226266 0.17804454 0.20563056 0.06339466 0.3606675 ]
/content/drive/MyDrive/Data-Science/Art-to-fashion/Data/HipsterWars/images/18138.jpg,18138,[0.22085838 0.07938873 0.15801927 0.13010351 0.41163018]
/content/drive/MyDrive/Data-Science/Art-to-fashion/Data/HipsterWars/images/3646.jpg,3646,[0.22387274 0.0665531  0.17686275 0.12891075 0.40380064]
/content/drive/MyDrive/Data-Science/Art-to-fashion/Data/HipsterWars/images/2757.jpg,2757,[0.30362958 0.04086872 0.32128206 0.16094667 0.17327294]
/content/drive/MyDrive/Data-Science/Art-to-fashion/Data/HipsterWars/images/2994.jpg,2994,[0.15931174 0.1189487  0.2329332  0.09659454 0.39221177]
/content/drive/MyDrive/Data-Science/Art-to-fashion/Data/HipsterWars/images/1621.jpg,1621,[0.22688918 0.06640214 0.1687905  0.12780432 0.41011384]
/content/drive/MyDrive/Data-Science/Art-to-fashion/Data/HipsterWars/images/18285.jpg,18285,[0.19139965 0.17354526 0.20418172 0.06407528 0.36679816]
/content/drive/MyDrive/Data-Science/Art-to-fashion/Data/HipsterWars/images/606.jpg,606,[0.18594857 0.16420199 0.2423681  0.0735343  0.33394697]
/content/drive/MyDrive/Data-Science/Art-to-fashion/Data/HipsterWars/images/4434.jpg,4434,[0.2282196  0.06487276 0.17089051 0.1279905  0.40802658]
/content/drive/MyDrive/Data-Science/Art-to-fashion/Data/HipsterWars/images/18137.jpg,18137,[0.23974638 0.13449888 0.3361277  0.090591   0.1990361 ]
/content/drive/MyDrive/Data-Science/Art-to-fashion/Data/HipsterWars/images/2279.jpg,2279,[0.23783422 0.05925938 0.18203112 0.13099302 0.38988233]
/content/drive/MyDrive/Data-Science/Art-to-fashion/Data/HipsterWars/images/1670.jpg,1670,[0.3037971  0.04096912 0.31992194 0.1608483  0.17446361]
/content/drive/MyDrive/Data-Science/Art-to-fashion/Data/HipsterWars/images/17.jpg,17,[0.23515987 0.10161175 0.35944033 0.11027475 0.19351329]
/content/drive/MyDrive/Data-Science/Art-to-fashion/Data/HipsterWars/images/1803.jpg,1803,[0.15968034 0.1232277  0.23010653 0.09218765 0.39479774]
/content/drive/MyDrive/Data-Science/Art-to-fashion/Data/HipsterWars/images/662.jpg,662,[0.22963974 0.09421027 0.1471408  0.15193327 0.37707588]
/content/drive/MyDrive/Data-Science/Art-to-fashion/Data/HipsterWars/images/3445.jpg,3445,[0.24159342 0.05818485 0.18493745 0.13197097 0.38331336]
/content/drive/MyDrive/Data-Science/Art-to-fashion/Data/HipsterWars/images/2393.jpg,2393,[0.22044165 0.08047274 0.15740635 0.13037005 0.41130927]
/content/drive/MyDrive/Data-Science/Art-to-fashion/Data/HipsterWars/images/2348.jpg,2348,[0.22500554 0.06919578 0.16564497 0.1278691  0.4122846 ]
/content/drive/MyDrive/Data-Science/Art-to-fashion/Data/HipsterWars/images/3570.jpg,3570,[0.25105274 0.06585673 0.2658592  0.1505891  0.26664224]
/content/drive/MyDrive/Data-Science/Art-to-fashion/Data/HipsterWars/images/4427.jpg,4427,[0.23760626 0.06355353 0.17990927 0.13416062 0.3847703 ]
/content/drive/MyDrive/Data-Science/Art-to-fashion/Data/HipsterWars/images/1354.jpg,1354,[0.24577682 0.05710296 0.18814605 0.13291195 0.37606227]
/content/drive/MyDrive/Data-Science/Art-to-fashion/Data/HipsterWars/images/3431.jpg,3431,[0.22520404 0.06881975 0.16607493 0.12784095 0.41206032]
/content/drive/MyDrive/Data-Science/Art-to-fashion/Data/HipsterWars/images/647.jpg,647,[0.16429645 0.12902035 0.22734363 0.08683556 0.39250404]
/content/drive/MyDrive/Data-Science/Art-to-fashion/Data/HipsterWars/images/18281.jpg,18281,[0.18496138 0.16519217 0.2343975  0.07137205 0.34407687]
/content/drive/MyDrive/Data-Science/Art-to-fashion/Data/HipsterWars/images/3023.jpg,3023,[0.2698988  0.05191454 0.20517077 0.13772734 0.33528852]
/content/drive/MyDrive/Data-Science/Art-to-fashion/Data/HipsterWars/images/3569.jpg,3569,[0.2755761  0.05087235 0.20972772 0.1388928  0.32493103]
/content/drive/MyDrive/Data-Science/Art-to-fashion/Data/HipsterWars/images/2053.jpg,2053,[0.24508609 0.05770437 0.18764932 0.13328731 0.37627292]
/content/drive/MyDrive/Data-Science/Art-to-fashion/Data/HipsterWars/images/3481.jpg,3481,[0.30222985 0.04529227 0.25760472 0.15045156 0.24442156]
/content/drive/MyDrive/Data-Science/Art-to-fashion/Data/HipsterWars/images/1800.jpg,1800,[0.30357856 0.04249553 0.30731753 0.1599353  0.1866731 ]
/content/drive/MyDrive/Data-Science/Art-to-fashion/Data/HipsterWars/images/335.jpg,335,[0.28812605 0.10813577 0.11836622 0.19835673 0.2870153 ]
/content/drive/MyDrive/Data-Science/Art-to-fashion/Data/HipsterWars/images/18277.jpg,18277,[0.1922521  0.17544927 0.20026705 0.06324743 0.36878413]
/content/drive/MyDrive/Data-Science/Art-to-fashion/Data/HipsterWars/images/3278.jpg,3278,[0.21513808 0.08827949 0.15662391 0.13191798 0.4080406 ]
/content/drive/MyDrive/Data-Science/Art-to-fashion/Data/HipsterWars/images/3604.jpg,3604,[0.26950893 0.3129233  0.06545235 0.03159467 0.32052073]
/content/drive/MyDrive/Data-Science/Art-to-fashion/Data/HipsterWars/images/3526.jpg,3526,[0.2278498  0.065189   0.1703789  0.12788299 0.40869927]
/content/drive/MyDrive/Data-Science/Art-to-fashion/Data/HipsterWars/images/2073.jpg,2073,[0.19481134 0.18619017 0.20009874 0.06112238 0.35777736]
/content/drive/MyDrive/Data-Science/Art-to-fashion/Data/HipsterWars/images/18287.jpg,18287,[0.17833169 0.21726707 0.18609828 0.07956595 0.33873704]
/content/drive/MyDrive/Data-Science/Art-to-fashion/Data/HipsterWars/images/2712.jpg,2712,[0.18965366 0.16028078 0.25460082 0.07681604 0.3186487 ]
/content/drive/MyDrive/Data-Science/Art-to-fashion/Data/HipsterWars/images/3116.jpg,3116,[0.2400758  0.12494005 0.34278986 0.09455808 0.19763625]
/content/drive/MyDrive/Data-Science/Art-to-fashion/Data/HipsterWars/images/907.jpg,907,[0.30514717 0.04195523 0.30643132 0.15955544 0.18691078]
/content/drive/MyDrive/Data-Science/Art-to-fashion/Data/HipsterWars/images/617.jpg,617,[0.18330443 0.09813788 0.2551092  0.12477353 0.33867496]
/content/drive/MyDrive/Data-Science/Art-to-fashion/Data/HipsterWars/images/523.jpg,523,[0.19036548 0.09127451 0.19700523 0.1254013  0.39595345]
/content/drive/MyDrive/Data-Science/Art-to-fashion/Data/HipsterWars/images/4601.jpg,4601,[0.17109804 0.15572658 0.21132715 0.08521214 0.3766361 ]
/content/drive/MyDrive/Data-Science/Art-to-fashion/Data/HipsterWars/images/1659.jpg,1659,[0.23066157 0.06309406 0.1741121  0.12888257 0.40324977]
/content/drive/MyDrive/Data-Science/Art-to-fashion/Data/HipsterWars/images/4861.jpg,4861,[0.2235087  0.07283837 0.16249262 0.12873311 0.41242713]
/content/drive/MyDrive/Data-Science/Art-to-fashion/Data/HipsterWars/images/18376.jpg,18376,[0.2333105  0.07404844 0.18591335 0.12957166 0.37715605]
/content/drive/MyDrive/Data-Science/Art-to-fashion/Data/HipsterWars/images/964.jpg,964,[0.22812936 0.06488809 0.17078637 0.1279272  0.40826902]
/content/drive/MyDrive/Data-Science/Art-to-fashion/Data/HipsterWars/images/2440.jpg,2440,[0.2754918  0.05088683 0.20965394 0.1388733  0.3250941 ]
/content/drive/MyDrive/Data-Science/Art-to-fashion/Data/HipsterWars/images/246.jpg,246,[0.30325824 0.04484214 0.26398024 0.15178719 0.23613223]
/content/drive/MyDrive/Data-Science/Art-to-fashion/Data/HipsterWars/images/3203.jpg,3203,[0.22458161 0.06989411 0.16498742 0.12793212 0.41260472]
